"Parent ID number","ID number","Short name",Description,"Description format","Scale values","Scale configuration","Rule type (optional)","Rule outcome (optional)","Rule config (optional)","Cross-referenced competency ID numbers","Exported ID (optional)","Is framework",Taxonomy
NEO-C2-N1,NEO-C2-L1-P1,"🔨 Exploiter des ressources pédagogiques en respectant la propriété intellectuelle",,1,,,,0,null,NEO-C2-N1,303,,
NEO-C2-N1,NEO-C2-L1-P2,"🔨 Identifier en fonction du besoin les ressources et supports pédagogiques adaptés",,1,,,,0,null,NEO-C2-N1,304,,
NEO-C2-N1,NEO-C2-L1-P3,"🔨 Mettre en place un environnement numérique et/ou physique de travail pour des conditions...","<p dir=""ltr"" style=""text-align:left;"">🔨 Mettre en place un environnement numérique et/ou physique de travail pour des conditions d’apprentissage optimales<br /></p>",1,,,,0,null,NEO-C2-N1,305,,
NEO-C2-N2,NEO-C2-L2-P1,"🔨 Développer, créer et filmer les séquences pédagogiques et contenus de formation en sélection...","<p dir=""ltr"" style=""text-align:left;"">🔨 Développer, créer et filmer les séquences pédagogiques et contenus de formation en sélectionnant les informations pertinentes au regard du scenario prédéfini<br /></p>",1,,,,0,null,NEO-C2-N2,307,,
NEO-C2-N2,NEO-C2-L2-P2,"🔨 Créer des supports pédagogiques adaptés aux modalités d’apprentissage et utilisant les outils...","<p dir=""ltr"" style=""text-align:left;"">🔨 Créer des supports pédagogiques adaptés aux modalités d’apprentissage et utilisant les outils adéquats<br /></p>",1,,,,0,null,NEO-C2-N2,308,,
NEO-C2-N3,NEO-C2-L3-P1,"🔨 Concevoir le design graphique du dispositif de formation en organisant les contenus numériques..","<p dir=""ltr"" style=""text-align:left;"">🔨 Concevoir le design graphique du dispositif de formation en organisant les contenus numériques pour les publier en ligne.<br /></p>",1,,,,0,null,NEO-C2-N3,310,,
NEO-C2-N3,NEO-C2-L3-P2,"🔨 Sélectionner et mettre en œuvre les méthodes d’évaluation les plus adaptées",,1,,,,0,null,NEO-C2-N3,311,,
NEO-C2-N4,NEO-C2-L4-P1,"🔨 Organiser une/des séance(s) de test en amont de la formation",,1,,,,0,null,NEO-C2-N4,313,,
NEO-C2-N4,NEO-C2-L4-P2,"🔨 Créer un guide pédagogique pour permettre à d’autres enseignants de dispenser la formation",,1,,,,0,null,NEO-C2-N4,314,,
NEO-C2,NEO-C2-N1,"⭐ s’approprie l’existant et s’adapte","<div class=""container-fluid py-2 mt-4 mb-4"">
    <div class=""row"">
        <div class=""col py-2"">
            <div class=""card"">
                <div class=""card-body"">
                    <div class=""card rounded-0 shadow h-100 bg-dark"">
                        <div class=""card-body"">
                            <p></p>
                            <img src=""https://inspe-master-meef-neo.github.io/ametice/customs/img/neo/NEO%20C2%20L1.png"" class=""float-right img-fluid"" style=""color:rgb(248,248,242);font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;max-width:150px;max-height:256px;"" alt=""NEO%20C2%20L1.png"" /><ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <h3 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-style:inherit;font-family:inherit;font-size:1.5em;vertical-align:baseline;line-height:1.43;"" class=""text-white""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N1</kbd> ⭐ S’approprie l’existant et s’adapte <code style=""margin:0px 2px 0px 0px;padding:2px;border:1px solid rgb(85,85,85);font-weight:inherit;font-style:inherit;font-family:Consolas, Monaco, Menlo, 'Ubuntu Mono', Consolas, 'source-code-pro', monospace;font-size:1em;vertical-align:baseline;background-color:rgb(68,68,68);color:rgb(255,255,255);"">NOVICE</code></h3>
                                </li>
                            </ul>
                            <h4 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:1.25em;vertical-align:baseline;line-height:1.4;color:rgb(248,248,242);""><abbr title=""... qui nécessitent des apprentissages transformationnels ..."" style=""margin:0px;padding:0px;border-top:0px;border-right:0px;border-left:0px;font-weight:inherit;font-style:inherit;font-family:inherit;font-size:15px;vertical-align:baseline;"">🔨 Apprentissages critiques</abbr></h4>
                            <ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N1-AC1</kbd> 🔨 Identifier en fonction du besoin les ressources et supports pédagogiques adaptés</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N1-AC2</kbd> 🔨 Mettre en place un environnement numérique et/ou physique de travail pour des conditions d’apprentissage optimales</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N1-AC3</kbd> 🔨 Exploiter des ressources pédagogiques en respectant la propriété intellectuelle</p>
                                </li>
                            </ul>
                            <h4 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:1.25em;vertical-align:baseline;line-height:1.4;color:rgb(248,248,242);""><abbr title=""... et qui font appel à la mobilisation de nombreux savoirs, savoir-faire, attitudes ..."" style=""margin:0px;padding:0px;border-top:0px;border-right:0px;border-left:0px;font-weight:inherit;font-style:inherit;font-family:inherit;font-size:15px;vertical-align:baseline;"">📚 Domaines de ressources disciplinaires</abbr></h4>
                            <ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Sciences de l’éducation et de la formation : Ingénierie pédagogique et de la formation</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Psychologie - Apprentissage - Adultes</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Ergonomie pédagogique : Conception &amp; Évaluation</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Informatique : Développement et outils pour les EIAH</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Autres SHS - Droit - Réglementation</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Activités d’intégration professionnelle en situation ou Méthodologie</p>
                                </li>
                            </ul>
                            
                        </div>
                    </div>
                </div>
            </div>
        </div>
    </div>
</div>
<p dir=""ltr"" style=""text-align:left;""><br /></p>",1,,,,0,null,"NEO-C2,NEO-C2-L1-P1,NEO-C2-L1-P2,NEO-C2-L1-P3",302,,
NEO-C2,NEO-C2-N2,"⭐⭐ se forme aux techniques et outils","<div class=""container-fluid py-2 mt-4 mb-4"">
    <div class=""row"">
        <div class=""col py-2"">
            <div class=""card"">
                <div class=""card-body"">
                    <div class=""card rounded-0 shadow h-100 bg-dark"">
                        <div class=""card-body"">
                            <p></p>
                            <img src=""https://inspe-master-meef-neo.github.io/ametice/customs/img/neo/NEO%20C2%20L2.png"" class=""float-right img-fluid"" style=""color:rgb(248,248,242);font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;max-width:150px;max-height:256px;"" alt=""NEO%20C2%20L2.png"" /><ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <h3 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-style:inherit;font-family:inherit;font-size:1.5em;vertical-align:baseline;line-height:1.43;"" class=""text-white""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N2</kbd> ⭐⭐ Se forme aux techniques et outils <code style=""margin:0px 2px 0px 0px;padding:2px;border:1px solid rgb(85,85,85);font-weight:inherit;font-style:inherit;font-family:Consolas, Monaco, Menlo, 'Ubuntu Mono', Consolas, 'source-code-pro', monospace;font-size:1em;vertical-align:baseline;background-color:rgb(68,68,68);color:rgb(255,255,255);"">INTERMÉDIAIRE</code></h3>
                                </li>
                            </ul>
                            <h4 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:1.25em;vertical-align:baseline;line-height:1.4;color:rgb(248,248,242);""><abbr title=""... qui nécessitent des apprentissages transformationnels ..."" style=""margin:0px;padding:0px;border-top:0px;border-right:0px;border-left:0px;font-weight:inherit;font-style:inherit;font-family:inherit;font-size:15px;vertical-align:baseline;"">🔨 Apprentissages critiques</abbr></h4>
                            <ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N2-AC1</kbd> 🔨 Développer, créer et filmer les séquences pédagogiques et contenus de formation en sélectionnant les informations pertinentes au regard du scenario prédéfini</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N2-AC2</kbd> 🔨 Créer des supports pédagogiques adaptés aux modalités d’apprentissage et utilisant les outils adéquats</p>
                                </li>
                            </ul>
                            <h4 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:1.25em;vertical-align:baseline;line-height:1.4;color:rgb(248,248,242);""><abbr title=""... et qui font appel à la mobilisation de nombreux savoirs, savoir-faire, attitudes ..."" style=""margin:0px;padding:0px;border-top:0px;border-right:0px;border-left:0px;font-weight:inherit;font-style:inherit;font-family:inherit;font-size:15px;vertical-align:baseline;"">📚 Domaines de ressources disciplinaires</abbr></h4>
                            <ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Ergonomie pédagogique : Conception &amp; Évaluation</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Informatique : Développement et outils pour les EIAH</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Activités d’intégration professionnelle en situation ou Méthodologie</p>
                                </li>
                            </ul>
                            
                        </div>
                    </div>
                </div>
            </div>
        </div>
    </div>
</div>
<p dir=""ltr"" style=""text-align:left;""><br /></p>",1,,,,0,null,"NEO-C2,NEO-C2-L2-P1,NEO-C2-L2-P2",306,,
NEO-C2,NEO-C2-N3,"⭐⭐⭐ met en forme l’environnement de formation et l’évaluer","<div class=""container-fluid py-2 mt-4 mb-4"">
    <div class=""row"">
        <div class=""col py-2"">
            <div class=""card"">
                <div class=""card-body"">
                    <div class=""card rounded-0 shadow h-100 bg-dark"">
                        <div class=""card-body"">
                            <p></p>
                            <img src=""https://inspe-master-meef-neo.github.io/ametice/customs/img/neo/NEO%20C2%20L3.png"" class=""float-right img-fluid"" style=""color:rgb(248,248,242);font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;max-width:150px;max-height:256px;"" alt=""NEO%20C2%20L3.png"" /><ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <h3 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-style:inherit;font-family:inherit;font-size:1.5em;vertical-align:baseline;line-height:1.43;"" class=""text-white""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N3</kbd> ⭐⭐⭐ Met en forme l’environnement de formation et l’évalue <code style=""margin:0px 2px 0px 0px;padding:2px;border:1px solid rgb(85,85,85);font-weight:inherit;font-style:inherit;font-family:Consolas, Monaco, Menlo, 'Ubuntu Mono', Consolas, 'source-code-pro', monospace;font-size:1em;vertical-align:baseline;background-color:rgb(68,68,68);color:rgb(255,255,255);"">COMPÉTENT</code></h3>
                                </li>
                            </ul>
                            <h4 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:1.25em;vertical-align:baseline;line-height:1.4;color:rgb(248,248,242);""><abbr title=""... qui nécessitent des apprentissages transformationnels ..."" style=""margin:0px;padding:0px;border-top:0px;border-right:0px;border-left:0px;font-weight:inherit;font-style:inherit;font-family:inherit;font-size:15px;vertical-align:baseline;"">🔨 Apprentissages critiques</abbr></h4>
                            <ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N3-AC1</kbd> 🔨 Concevoir le design graphique du dispositif de formation en organisant les contenus numériques pour les publier en ligne.</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;""><kbd style=""margin:0px;padding:3px 5px;border-width:1px;border-style:solid;border-color:rgb(208,208,208) rgb(208,208,208) rgb(136,136,136);font-weight:inherit;font-style:inherit;font-family:inherit;font-size:0.8em;vertical-align:baseline;background-color:rgb(30,33,39);line-height:1;color:rgb(248,248,242);"">NEO-C2-N3-AC2</kbd> 🔨 Sélectionner et mettre en œuvre les méthodes d’évaluation les plus adaptées</p>
                                </li>
                            </ul>
                            <h4 style=""margin:1em 0px 1.5em;padding:0.2em 0px;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:1.25em;vertical-align:baseline;line-height:1.4;color:rgb(248,248,242);""><abbr title=""... et qui font appel à la mobilisation de nombreux savoirs, savoir-faire, attitudes ..."" style=""margin:0px;padding:0px;border-top:0px;border-right:0px;border-left:0px;font-weight:inherit;font-style:inherit;font-family:inherit;font-size:15px;vertical-align:baseline;"">📚 Domaines de ressources disciplinaires</abbr></h4>
                            <ul style=""margin-right:0px;margin-bottom:1em;margin-left:0px;padding:0px 0px 0px 2em;border:0px;font-family:Verdana, meiryo, 'Microsoft YaHei', helvetica, arial, sans-serif;font-size:12px;vertical-align:baseline;color:rgb(248,248,242);"">
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Sciences de l’éducation et de la formation : Ingénierie pédagogique et de la formation</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Ergonomie pédagogique : Conception &amp; Évaluation</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Informatique : Développement et outils pour les EIAH</p>
                                </li>
                                <li style=""margin:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;"">
                                    <p style=""margin-right:0px;margin-bottom:0px;margin-left:0px;padding:0px;border:0px;font-weight:inherit;font-style:inherit;font-family:inherit;vertical-align:baseline;line-height:1.6em;"">Activités d’intégration professionnelle en situation ou Méthodologie</p>
                                </li>
                            </ul>
                            
                        </div>
                    </div>
                </div>
            </div>
        </div>
    </div>
</div>
<p dir=""ltr"" style=""text-align:left;""><br /></p>",1,,,,0,null,"NEO-C2,NEO-C2-L3-P1,NEO-C2-L3-P2",309,,
